,Average,Value,Weighted,Returns,--,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,
Size,Small,Small,Small,Small,Small,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,Big,Big,Big,Big,Big,,,,,,
BE/ME,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,,,,,,
198310,-10.37,-6.21,-5.15,-3.56,-2.89,-10.19,-7.54,-4.08,-1.76,-2.81,-8.29,-4.72,-2.95,-0.48,-2.13,-7,-2.58,-1.76,-1.99,-0.42,-2.47,-2.37,-0.28,-0.01,-0.67,,,,,,
198311,3.66,3.72,3.56,2.68,4.13,5.77,5.31,4.74,5.33,4.98,6.23,4.31,4.74,4.13,3.91,5.76,2.26,5.02,4.9,3.8,1.19,3.33,2.83,1.63,0.62,,,,,,
198312,-5.28,-1.02,-0.53,-0.3,0.82,-3.09,-1.32,0.19,0.03,0,-3.18,-1.12,-0.09,-1.2,1.43,-3.51,-0.46,-2.35,-1.64,-0.54,-0.06,0.01,-2.23,-1.01,0.54,,,,,,
198401,-1.9,-1,0.12,1.19,3.28,-6.32,-1.36,-0.62,0.3,3.7,-7.03,-4.53,-2.22,0.11,-0.19,-7.68,-3.41,-2.05,-0.5,0.46,-5.7,-0.79,1.16,1.6,6.98,,,,,,
198402,-7.51,-6.97,-5.36,-4.24,-4.61,-7.18,-6.01,-3.82,-3.29,-3.74,-6.78,-7.16,-4.79,-4.68,-2.86,-5.88,-5.9,-5.69,-3.2,-4.7,-3.76,-6.06,-4.29,-2.51,0.68,,,,,,
198403,-0.89,1.54,0.64,1.68,2.18,-0.28,1.17,0.87,1.34,2.32,0.63,1.36,2.44,1.17,3.65,0.56,1.18,2.32,1.63,4.24,1.79,3.08,0.19,1.74,-1.46,,,,,,
198404,-3.96,-1.78,-0.65,0.01,-0.88,-1.28,1.54,0.8,0.12,-1.05,0,0.84,-0.1,-1.19,-0.06,-1.46,-0.42,-0.33,-2.69,-1.84,1.44,-0.67,1.26,1.62,2.43,,,,,,
198405,-6.03,-4.61,-4.96,-3.41,-3.62,-6.1,-5.21,-5.17,-3.97,-4.09,-5.87,-5.53,-5.63,-4.05,-7.02,-3.95,-4.27,-5.91,-5.32,-7.55,-5.18,-3.33,-6.31,-4.14,-6.05,,,,,,
198406,1.36,3.43,2.33,1.53,1.24,3.98,4.76,1.83,2.82,1.12,6.39,4.89,0.89,1.88,-0.22,5.84,4.33,1.88,1.81,2.55,3.5,5.31,2.03,-1.06,5.34,,,,,,
198407,-7.27,-5.07,-4.56,-1.81,-2.26,-5.33,-5.56,-1.45,-3.64,-3.99,-3.65,-3.33,-2.91,-3.13,-1.48,-3.82,-4.68,-2.54,-4.55,-0.85,0.31,-1.32,-0.09,-2.82,-2.47,,,,,,
198408,11.46,11.66,8.78,7.15,8.47,16.05,10.57,10.04,8.97,10.44,15.16,13.16,11.02,11.76,9.74,12.78,13.28,12.58,11.47,10.01,10.77,10.19,10.34,11.46,12.51,,,,,,
198409,-2.53,-1.42,0.45,1.21,2.49,-5.49,0.42,1.95,1.65,3.41,-3.97,1.83,1.89,2.07,3.44,-1.47,-1.39,0.58,1.41,4.43,-2.78,-1.6,-0.62,1.78,3.31,,,,,,
198410,-3.83,-1.27,-2.2,-1.43,-0.99,-2.84,-1.86,-0.26,1.14,0.96,-1.8,-0.61,1.57,-1.61,1.22,-0.33,0.13,0.73,-0.09,1.72,0.88,2.7,1.27,-0.33,-1.59,,,,,,
198411,-5.78,-4.07,-1.3,-1.45,-1.11,-5.79,-2,-0.39,-0.1,0.98,-4.09,0.62,1.19,1.32,1.91,-3.36,-0.79,-0.87,0.59,1.99,-2.46,-0.96,-1.55,-0.73,1.35,,,,,,
198412,0.55,0.73,1.06,0.45,0.84,2.02,2.1,1.76,2.6,3.13,4.41,3.48,0.93,1.61,1.94,3.2,1.96,2.16,2.85,3.47,2.58,2.41,2.78,3.24,1.18,,,,,,
198501,15.94,14.64,10.78,10.02,8.67,16.15,12.63,9.08,9.95,8.86,13.77,10.36,9.89,8.84,7.9,12.22,12.82,8.54,8.32,6.31,9.54,8.03,7.59,7.03,4.22,,,,,,
198502,3.73,5.09,3.35,2.84,3.87,2.98,3.25,2.52,1.99,1.04,2.09,1,1.38,1.8,-0.65,2.6,-0.83,1.9,2.51,1.11,0.19,2.62,1.45,2.6,2.76,,,,,,
198503,-2.71,-3.01,-1.41,-1.32,-0.26,-4.53,-3.34,-0.82,0.37,3.11,-4.37,-1.31,-1.98,0.91,3.73,-2.81,-2.09,0.02,0.59,4.61,-1.56,0.86,-0.69,1.03,1.58,,,,,,
198504,-2.18,-1.72,0.12,0.46,0.46,-3.14,-1.12,-0.33,2.51,0.91,-1.32,-1.35,-0.5,2.51,1.36,-1.32,-3.11,0.49,0.97,0.93,-1.68,-2.33,-1.25,1.22,2.99,,,,,,
198505,2.42,4.01,3.86,2.74,1.18,4.11,3.98,3.23,5.59,2.78,6.29,5.47,3.18,4.61,4.04,6.62,5.89,5.65,4.22,6.59,5.7,7.58,8.7,5.59,4.6,,,,,,
198506,0.6,0.43,0.81,1.35,2.07,0.72,2.39,2.52,3.27,3.83,2.57,1.72,4.34,2.77,3.15,1.81,1.9,2.36,3.52,0.91,0.67,2.77,1.46,0.17,2.45,,,,,,
198507,2.35,3.07,2.52,1.5,2.6,3.26,3.55,5.07,-0.15,0.45,1.22,2.68,1.62,0.99,2,-0.41,0.41,1.27,-2.11,0.71,0.59,-0.37,-1.62,-1.56,-2.35,,,,,,
198508,-1.55,-1.11,-0.65,0.17,-1.4,-2.08,-0.9,0.77,0.32,-0.07,-2.45,-0.91,0.13,-0.45,0.28,-1.68,-0.38,0.95,-0.27,0.26,-1.79,-0.02,-0.42,0.3,0.77,,,,,,
198509,-8.1,-5.75,-4.97,-4.01,-3.98,-7.53,-6.09,-3.3,-3.7,-6.21,-6.87,-4.26,-3.19,-3.92,-3.17,-5.21,-3.89,-4.8,-6.35,-4.9,-3.63,-2.48,-1.88,-3.19,-4.12,,,,,,
198510,0.63,1.71,3.69,3.26,1.59,3.72,4.25,4.11,5.71,2.82,4.06,4.21,4.32,2.29,2.78,5.67,5.31,4.11,5.5,5.58,3.71,4.45,4.62,5.87,6.38,,,,,,
198511,5.45,6.48,6.48,5.01,4.75,9.34,6.88,8.18,7.14,6.75,7.66,7.41,5.9,6.6,6.51,8.59,7.08,8.43,5.5,5.48,10.01,8.21,7.89,4.01,4.71,,,,,,
198512,3.63,5.4,4.06,4.05,3.37,5.15,4.41,5.07,3.94,1.12,5.71,4.61,2.41,2.71,5.26,3.4,4.57,2.89,4.97,5.18,6.89,3.73,4.9,3.02,4.4,,,,,,
198601,3.98,2.09,2.24,2.02,2.84,0.92,1.62,1.39,0.22,2.73,1.85,2.85,1.38,2.57,2.82,1.07,0.75,1.95,2.72,3.53,0.36,1.37,1.88,-1.39,1.41,,,,,,
198602,5.86,6.5,6.56,8.23,5.29,7.7,6.86,6.68,9.58,5.29,6.9,9.47,8.01,7.16,6.18,7.96,9.36,7.05,7.26,7.68,7.56,10.14,8.69,6.55,7.2,,,,,,
198603,4.68,5.53,4.94,4.75,6.42,3.8,5.16,5.87,5.07,6.37,4.93,7.28,5.52,5.55,5.59,5.57,5.32,6.97,4.05,4.63,5.98,7.3,5.2,4.84,4.56,,,,,,
198604,2.82,2.14,1.41,0.34,0.38,2.13,2,0.14,0.86,-1.99,2.13,2.25,1.11,0.59,-1.45,2.02,-0.37,-1.52,-2.51,-4.87,0.34,-1,-2.19,-2.85,-2.74,,,,,,
198605,4.26,3.34,4.1,3.84,4.04,3.36,2.54,5.24,4.26,2.98,6.19,4.32,5.9,5.48,3.25,6.2,3.97,5.76,4.41,4.43,5.16,6.25,3.29,6.57,5.55,,,,,,
198606,0.17,-1.46,-0.17,1.24,2.27,0.62,0.05,2.6,1.65,2.57,1.05,-0.63,2.26,0.38,2.42,1.58,1.11,0.06,3.77,1.4,2.16,2.08,1.04,0.55,2.93,,,,,,
198607,-10.13,-8.98,-8.04,-6.1,-8.97,-11.42,-10.02,-8.8,-4.71,-6.78,-9.92,-7.98,-8.08,-5.85,-5.78,-8.86,-7.43,-7.18,-4.59,-4.47,-7.09,-5.94,-4.76,-2.42,-2.71,,,,,,
198608,0.3,0.67,2.06,1.89,1.73,2.45,4.39,3.98,5.65,4.68,4.34,3.48,6.05,7.25,8.69,4.48,6.66,7.15,10.19,9.46,4.53,6.51,6.17,10.31,10.77,,,,,,
198609,-8.16,-6.25,-5.47,-4.46,-2.93,-8.64,-6.31,-4.81,-2.72,-5.95,-7.99,-7.84,-4.56,-4.76,-5.4,-9.48,-5.8,-7.05,-6.73,-5.91,-10.35,-10.92,-7.73,-8.07,-6.39,,,,,,
198610,2.03,2.48,2.15,3.27,0.94,6.32,4.16,3.47,3.15,1.58,5.72,2.47,1.17,2.35,2.17,5.63,6.39,5.71,5.81,4.24,4.99,7.01,6.66,4.67,5.96,,,,,,
198611,-2.31,0.22,0.46,-0.12,1.26,0.31,0.51,-0.47,-2.27,-0.2,0.14,0.27,-1.22,1.45,-0.57,1.04,1.39,1.66,-0.95,1.14,2.66,1.85,2.68,2.54,1.59,,,,,,
198612,-5.63,-1.91,-3.89,-1.59,-3.36,-3.06,-2.07,-3.27,-3.48,0.57,-2.6,-1.87,-3.65,-1.97,-1.06,-4.44,-3.01,-2.91,-2.61,-3.3,-1.7,-2.52,-4.17,-2.82,-2.93,,,,,,
198701,10.98,9.64,11.58,9.91,9.6,13.65,12.47,10.59,9.96,10.9,13.92,13.43,8.81,10.65,9.59,13.87,12.34,10.07,12.3,11.61,13.38,16.5,11.66,12.43,11.98,,,,,,
198702,10.57,8.66,6.91,6.94,6.6,9.68,9.19,6.43,5.83,5.61,8.91,8.18,5.11,4.11,4.27,7.45,6.68,6.67,3.2,2.62,8.14,5.92,3.2,-0.46,-1.02,,,,,,
198703,1.66,3.43,2.42,3.62,5.13,0.81,3,1.53,2.86,3.14,0.25,1.53,1.1,2.47,3.49,1.8,1.74,1.76,2.05,-1.28,1.59,2.21,0.51,3,4.79,,,,,,
198704,-2.21,-2.64,-2.23,-0.69,-1.22,-3.94,-2.47,-2.95,-3.79,-4.83,-2.14,-2.31,-4.55,-2.04,-2.71,-3.8,-2.26,-2.42,-2.02,-1.58,-1.38,-1.19,-2.08,-0.85,-0.35,,,,,,
198705,-0.21,-1.51,0.21,0.59,3.33,-1.13,-0.1,-0.04,0.4,0.51,0.89,0.08,-0.49,0.8,0.47,2.15,0.45,-0.35,-0.49,0.81,1.89,-0.55,-0.3,0.78,0.52,,,,,,
198706,-0.17,1.61,2.67,2,4.22,1.69,3.1,3.68,3.01,4.2,1.99,2.17,5.57,5.07,3.33,4.63,3.22,4.43,4.1,3.72,4.71,5.42,6.03,5.06,5.37,,,,,,
198707,1.83,1.99,2.16,2.76,5.34,2.3,1.79,3.57,3.6,5.69,2.51,4.3,4.2,3.44,8.12,3.79,4.98,4.97,4.24,4.88,6.06,3.14,6.24,2.56,3.1,,,,,,
198708,0.62,2.41,2.85,2.83,0.31,2.77,3.37,4.14,2.42,4.01,3.85,3.79,4.04,3.71,0.41,4.74,4.13,3.34,3.42,1.93,4.83,5.25,3.51,4.72,2.63,,,,,,
198709,-2.86,-0.58,-0.77,-0.62,-1.22,-2.1,-2.4,-0.8,-0.67,-2.58,-3.29,-2.38,-1.88,-2.47,-1.15,-2.18,-1.41,-2.56,-1.93,0.3,-2.17,-4.06,-0.03,-1.93,-2.9,,,,,,
198710,-34.15,-30.94,-28.69,-29.06,-28.6,-32.82,-31.56,-27.75,-26.17,-28.97,-29.63,-29.16,-24.47,-23.1,-26.54,-25.94,-29.14,-24.67,-18.18,-23.84,-21.64,-22.4,-21.93,-14.88,-18.99,,,,,,
198711,-8.36,-4.79,-4.81,-4.83,-3.57,-7.15,-5.15,-3.74,-3.28,-2.88,-7.17,-2.9,-2.71,-3.37,-4.17,-6.2,-6.08,-6.27,-4.49,-2.08,-9.64,-8.21,-8.32,-7.61,-7.55,,,,,,
198712,2.88,4.9,5.82,4.8,3.46,11.63,10.15,7.55,6.18,5.03,12.3,9.7,6.22,4.73,6.83,12.5,11.03,9.04,4.15,3.45,8.36,7.28,8.07,3.24,6.26,,,,,,
198801,5.79,7.11,4.31,5.02,6.25,1.74,3.04,5.2,4.22,6.87,1.41,3.42,4.22,7.83,6.73,0.24,4.7,4.61,6.21,6.23,2.28,1.58,5.22,8.84,8.8,,,,,,
198802,6.06,8.06,7.45,7.47,7.62,8.4,11.52,9.05,7.72,7.93,8.74,8.2,7.02,7.06,6.43,8.5,9.42,6.21,5.01,6.31,4.58,5.39,4.78,1.79,2.77,,,,,,
198803,4,6.15,5.52,5.43,5.06,2.32,7.1,3.68,3.33,4.62,2.9,1.2,1.25,-0.27,0.6,-0.97,1.22,-0.12,-0.25,4.58,-4.59,-4.26,-3.84,-3.73,-1,,,,,,
198804,1.02,1.46,2.42,1.22,4.09,2.09,4.12,3.08,1.64,2.32,-0.88,0.38,1.69,0.42,1.42,-0.03,0.77,1.36,-0.84,0.9,-0.78,1.01,1.43,2.37,2.37,,,,,,
198805,-3.63,-2.2,-0.73,-1.92,-1.07,-4.42,-2.16,-2.38,-1.39,-0.9,-0.81,-1.62,-1.34,1.6,0.85,-0.77,-0.6,-0.61,2.52,0.93,0.08,0.36,-0.3,2.21,2.6,,,,,,
198806,6.52,6.31,6.11,6.1,5.1,7.45,10.65,8.39,5.32,8.38,6.89,7.29,6.5,6.07,5.24,7.35,6.88,6.49,3.92,8.44,4.18,7.16,5.56,3.06,3.04,,,,,,
198807,-1,-0.36,-0.96,0.87,-1.12,-2.51,-2.37,0.02,0.57,1.18,-4.3,-2.06,-1.48,-0.11,-0.28,-3.36,-3.48,0.47,-1.32,0.3,-0.89,-1.07,0.46,-0.01,0.93,,,,,,
198808,-4.26,-2.56,-1.16,-1.26,-1.94,-3.92,-3.89,-2.04,-0.47,-1.68,-4.19,-2.57,-2.16,0.08,-0.94,-3.92,-3.16,-0.67,-0.06,0.66,-2.72,-5.27,-2.4,-1.49,-3.1,,,,,,
198809,1.23,2.78,2.92,1.57,2.56,2.71,2.56,2.75,2.74,3.09,3.9,2.48,2.42,1.49,2.91,4.62,1.18,3.42,2.09,4.87,5.7,5.3,1.81,4.15,3.98,,,,,,
198810,-3.08,-1.76,-1.07,-2.3,-1.55,-2.6,-0.85,0.42,-0.05,-0.54,-1.56,0.5,0.9,0.71,2.54,-1.61,0.95,0.54,1.23,2.28,1.84,5.53,1.49,2.41,4.34,,,,,,
198811,-4.92,-4.82,-3.44,-3.14,-4.28,-4.25,-3.04,-1.96,-3.24,-2.03,-2.97,-2.41,-3.93,-0.65,-1.63,-1.57,-2.56,-3.28,-1.73,-0.72,-1.88,-1.12,-1.71,-0.66,0.34,,,,,,
198812,1.83,4.17,3.39,4.61,2.62,5.17,4.17,3.81,5.03,2.69,4.51,3.45,3.66,2.27,2.69,3.31,3.02,1.5,1.87,-0.7,2.62,2.11,1.81,0.57,0.42,,,,,,
198901,5.34,5.9,4.25,4.16,5.24,3.5,5.72,4.69,3.84,7.13,4.8,5.56,5.21,3.85,5.49,4.62,5.62,6.02,6.37,8.18,7.83,6.89,6.51,6.35,8.26,,,,,,
198902,-1.46,0.44,0.68,1.54,1.93,1.14,1.83,1.34,0.58,1.4,-0.05,0.62,0.38,1.21,-0.02,-0.26,-0.01,-0.83,0.35,1.06,-3.09,-2.87,-2.59,-1.71,-2.58,,,,,,
198903,1.12,2.74,4.5,2.8,3.25,1.96,2.56,2.24,1.73,3.09,2.18,1.25,1.56,3.24,2.48,-0.31,1.59,2.91,0.95,2.85,3.02,0.49,3.94,2.81,1.19,,,,,,
198904,3.16,3.22,3.66,2.45,3.04,4.55,5.54,4.83,2.52,6.03,5.35,4.56,4.79,4.15,3.88,6.31,5.29,4.11,5.24,5.65,6.11,5.27,4.54,4.74,3.67,,,,,,
198905,2.93,5.31,2.16,3.99,3.49,4.9,3.26,4.3,3.56,3.8,5.71,4.67,3.94,4.08,4,4.4,2.86,3.19,4.44,6.07,4.69,3.26,4.47,4.33,3.33,,,,,,
198906,-3.19,-1.66,-2.31,0.4,0.54,-4.81,-1.91,-0.34,-0.81,-1.7,-3.28,-1.36,-1.48,0.32,2.22,-2.17,-1.3,0.49,1.92,3.52,-0.52,-0.42,-1.44,-0.47,0.79,,,,,,
198907,2.74,4.97,2.21,3.49,1.68,5.69,4.71,3.26,3.76,3.32,5.3,5.12,3.51,4.84,3.77,8.53,8.77,6.17,6.04,7.3,11.56,9.52,6.98,7.53,6.68,,,,,,
198908,2.08,0.15,0.72,2.59,1.55,3.67,2.96,3.2,3.58,2.45,3.02,2.83,5.06,3.19,2.08,3.75,3.75,3.09,3.67,1.57,-0.11,2.34,2.76,1.93,2.79,,,,,,
198909,1.3,-0.5,-0.47,0.86,-0.26,2.53,-0.2,1.01,0.64,-0.91,1.49,-1.31,-1.41,-0.28,-1.36,0.27,-2.87,-3.34,-0.94,0.63,1.16,-0.92,0.15,0.7,-0.37,,,,,,
198910,-5.03,-5.51,-4.8,-4.39,-6.77,-4.93,-7.06,-5.02,-5.83,-7.06,-3.93,-6.11,-6.25,-5.22,-4.79,-2.87,-3.63,-7.87,-3.01,-4.37,0.13,-3.56,-2.85,-3.18,-0.07,,,,,,
198911,-0.67,0.19,-0.72,0.03,-1.16,0.31,1.7,0.51,1.55,-1.09,1.91,1.86,0.01,1,2.55,2.3,1.84,0.56,0.15,0.93,1.97,2.48,2.64,1.3,1.06,,,,,,
198912,-0.86,-0.8,-1.01,-0.8,-1.54,1.2,-0.25,0.76,0.95,1,0.05,0.84,-1.36,1.77,0.33,2.59,1.97,1.34,1.54,2.23,0.69,1.02,4.53,4.94,1.05,,,,,,
199001,-8.34,-7.43,-4.79,-6.83,-6.05,-9.61,-9.22,-7.02,-8.04,-8.9,-9.35,-9.1,-7.47,-7.01,-7.67,-6.99,-5.66,-7.77,-9.01,-9.15,-7.61,-5.81,-7.17,-7.25,-5.79,,,,,,
199002,2.1,2.06,1.1,3.48,1.52,3.45,3.72,2.78,3.55,3.22,3.35,3.58,1.97,1.64,3.18,1.6,1.64,1.4,1.5,3.54,-0.11,1.83,2.41,1.38,2,,,,,,
199003,4.38,2.66,2.3,3.66,1.47,4.93,4.36,4.81,3.13,1.62,4.91,2.88,2.77,1.3,-0.2,3.76,4.12,1.97,1.93,-0.07,3.95,3.85,0.3,0.65,1.04,,,,,,
199004,-2.59,-2.48,-1.79,-2.53,-3.24,-4.07,-3.56,-2.35,-2.84,-5.21,-2.47,-2.01,-3.36,-5.63,-5.97,-2.78,-3.94,-6.49,-5.12,-6,0.47,-1.36,-3.93,-4.11,-4.22,,,,,,
199005,8.3,6.44,5.86,4.34,3.72,10.71,8.72,5.75,5.56,4.26,9.27,8.64,7.1,5.38,6.37,10.98,7.79,10.21,7.19,8.8,11.59,11.1,7.62,6.39,7.88,,,,,,
199006,1.14,2.64,2.38,0.51,-0.31,0.15,0.98,-1.16,-0.12,-1.31,2.01,0.42,-0.3,-1.92,-0.59,0.53,-1.8,-1.79,-1.45,-0.64,3.41,-2.1,-2.44,-3.45,-0.22,,,,,,
199007,-4.56,-5.18,-3.09,-3.17,-4.27,-5.18,-4.25,-4.35,-2.58,-4.58,-4.34,-1.97,-3.28,-4.86,-4.51,-2.2,-1.8,-3.38,-2.11,-2.18,-0.95,-1.22,2.2,-1.37,-2.03,,,,,,
199008,-16.46,-14.45,-12.42,-11.14,-12.49,-14.55,-13.51,-12.62,-10.4,-11.67,-13.43,-13.48,-10.75,-8.88,-9.99,-9.69,-11.57,-10.67,-8.52,-9.91,-8.56,-10.21,-6.62,-9.6,-10.58,,,,,,
199009,-10.57,-9.44,-7.75,-7.12,-8.65,-9.86,-9.77,-8.52,-6.73,-8.16,-9.11,-7.25,-6.46,-8.13,-8.19,-5.71,-6.47,-9.55,-7.09,-6.98,-5.14,-5.27,-1.48,-6.52,-7.41,,,,,,
199010,-6.4,-6,-6.71,-5.28,-7.18,-6.62,-5.76,-4.5,-4.28,-7.95,-5.35,-4.15,-3.99,-2.72,-4.98,-0.66,-3.23,-7.64,-1.62,-1.15,1.61,-1.83,-0.95,0.53,0.94,,,,,,
199011,3.59,4.87,4.45,2.64,1.05,11.89,5.8,7.03,7.19,4.65,10.68,9.32,7.46,7.78,7.22,9.15,8.03,11.18,9.16,5.83,6.44,7.86,5.86,6.16,4.35,,,,,,
199012,0.27,-0.3,0.51,2.38,0.39,4.4,5.37,4.51,3.99,4.18,6.46,4.36,3.84,3.61,3.04,3.96,4.11,4.35,4.21,3.63,3.24,3.75,1.62,2.43,0.81,,,,,,
199101,7.94,7,10.6,8.83,11.13,10.05,6.69,7.22,6.82,9.41,9,8.61,6.61,8.08,3.73,8.35,3.92,8.16,4.16,5.28,5.17,6.12,1.76,5.93,3.96,,,,,,
199102,14.01,12.16,13.14,12.7,11.85,12.09,10.45,10.16,7.95,13.87,9.64,10.97,7.91,8.64,8.57,8.77,9.22,9.37,7.98,5.9,8.1,7,5.18,6.04,7.96,,,,,,
199103,10.4,8.46,8.01,6.05,7.75,7.81,5.18,5.63,6.43,6.92,7.36,2.68,2.23,4.86,5.98,4.95,3.97,3.02,3.91,2.9,4.53,1.84,0.2,1.77,1.19,,,,,,
199104,1.05,0.9,1.26,0.63,0.64,-1.42,1.41,0.96,1.52,1.58,-2.62,-0.72,2.98,2.44,1.43,-0.9,0.14,3.76,1.74,-0.12,0.03,0.03,-0.01,1.57,-0.16,,,,,,
199105,2.43,4.4,4.6,3.17,3.27,5.4,3.03,5.69,3.41,3.62,3.75,6.37,4.83,4.49,0.37,6.59,2.75,6.06,4.18,5.2,3.96,5.29,1.68,4.25,6.9,,,,,,
199106,-7.2,-3.83,-3.79,-4.01,-3.78,-5.18,-5.08,-3.16,-2.77,-5.76,-4.85,-4.49,-3.44,-2.21,-4.61,-5.24,-4.42,-5.75,-3.3,-3.46,-4.32,-5.72,-3.68,-5.06,-3.96,,,,,,
199107,2.6,4.13,2.31,3.23,2.58,4.29,3.34,3.42,3.53,2.51,5.98,4.21,4.02,4.21,6.71,5.94,3.94,2.3,4.73,7.62,6.43,3.01,4.82,4.74,0.81,,,,,,
199108,3.88,4.52,2.96,1.37,2.62,4.09,3.57,3.66,3.43,3.13,5.24,4.1,2.45,4.44,6,1.6,2.21,3.18,2.96,3.12,4.33,0.59,2.81,1.22,1.76,,,,,,
199109,4.27,2.49,0.56,-0.16,-1.11,0.55,0.81,2.21,0.81,-2.13,-0.12,-0.65,-0.71,0.89,-3.1,-0.29,-1.7,-1.1,0.22,-0.81,-2.08,-1.24,-0.98,0.48,-3.83,,,,,,
199110,7.16,4.03,1.41,3.89,1.31,2.49,0.92,3.32,0.5,1.39,2.7,1.28,1.24,2.8,3.87,2.56,0.32,1.33,2.67,3.67,1.47,1,2,3.16,0.49,,,,,,
199111,-1.77,-3.71,-4.49,-2.99,-2.81,-4.98,-5.85,-2.81,-5.18,-6.67,-3.5,-4.76,-4.01,-4.93,-5.91,-2.34,-4.84,-3.91,-2.84,-6.24,-1.23,-5.5,-5.51,-3.79,-8.33,,,,,,
199112,6.39,4.05,5.31,4.25,4.89,11.24,7.01,5.59,6.21,8.29,14.17,10.79,7.34,9.28,11.29,13.29,8.53,10.41,8.47,11.06,15.39,8.95,8.29,7.02,12.86,,,,,,
199201,14.53,16.24,8.22,14.14,16.32,8.09,4.64,6.4,7.36,10.04,1.51,4.37,5.12,5.96,9.3,-0.23,1.95,1.46,0.51,6.28,-3.22,-2.07,-2.5,0.04,6.78,,,,,,
199202,-0.11,4.79,3.72,4.76,9.82,0.42,2.56,1.76,4.65,6.01,0.17,2.09,3.84,2.73,8.34,-0.49,2.65,3.22,2.14,4.8,0.16,-0.36,1.92,4.24,10.11,,,,,,
199203,-6.73,-5.48,-2.64,0.27,-1.34,-8.6,-1.97,-1.89,-0.26,-1.08,-5.29,-2.32,-0.67,-0.24,-1.56,-5.65,-0.64,-2.94,-0.93,-2.2,-2.84,-1.81,0.22,-1.62,1.22,,,,,,
199204,-10.23,-3.49,-4.88,-3.96,-2.82,-6.22,-3.48,-2.87,-2.35,-0.19,-5.57,-1.71,-1.03,0.58,2.75,-1.97,0.81,1.68,3.48,4.02,-0.18,5.39,5.58,3.16,7.51,,,,,,
199205,-1.45,0.23,0.22,-1.46,1.77,-0.26,0.49,1.47,1.13,4.07,0.14,-0.67,2.01,0.65,3.78,0.08,1.64,1.11,0.71,0.11,1.26,0.33,-0.05,0.03,0,,,,,,
199206,-9.2,-5.2,-5.37,-5.01,-4.29,-5.47,-5.69,-2.59,-3.06,-1.02,-4.77,-3.75,-2.66,-1.51,-0.37,-1.84,-3.56,-2.24,0.24,-0.93,-3.07,0.1,-2.23,0.34,0.75,,,,,,
199207,0.78,0.93,2.07,2.75,2.87,2.85,4.02,3.05,4.33,3.29,5.42,4.79,3.9,5.36,3.73,4.98,4.11,3.72,4.23,2.28,4.92,3.65,4.73,3.23,-0.33,,,,,,
199208,-4.44,-2.91,-1.75,-1.87,-3.21,-4.09,-3.31,-0.33,-0.53,-3.39,-4.03,-1.78,-2.43,-1.26,-3.06,-1.03,-2.52,-2.26,-1.5,-4.64,-0.58,-3.1,-0.7,-3.68,-8.81,,,,,,
199209,0.11,1.81,1.72,1.84,0.71,2.13,1.63,3.8,2.16,2.59,2.92,2.71,1.88,0.67,1.61,0.61,3.38,1.9,1.14,0.47,0.79,3.5,0.95,0.07,0.2,,,,,,
199210,2.68,1.82,2.79,2.32,1.48,4.7,3.9,2.61,1.21,2.69,6.02,3.49,1.66,2.53,1.11,4.81,0.73,1.06,2.1,4.87,2.05,1.39,-1.63,-1.92,-0.14,,,,,,
199211,10.49,10.55,8.01,8.15,7.95,9.27,7.95,6.6,4.62,6.4,9.7,6.93,5.98,4.89,4.12,7.06,5.01,3.96,2.81,4.01,3.67,4.99,0.78,3.11,8.52,,,,,,
199212,1.29,3.66,4.84,4.03,5.12,1.59,2.54,3.39,6.14,4.88,3.24,5.53,2.32,4.03,4.61,1.43,1.89,4.03,4.18,4.31,-0.7,3.08,3.02,-0.12,2.85,,,,,,
199301,2.66,5.96,4.64,5.26,8.16,-0.5,3.2,4.41,4.65,8.17,-2,3.45,4.58,3.18,4.73,1.11,1.54,2.96,2.68,4.52,-2.41,1.02,0.91,3.29,9.3,,,,,,
199302,-7.49,-5.16,-2.23,-0.49,0.78,-7.91,-4.47,-0.25,2.56,1.81,-8.08,0.21,1.39,0.86,3.57,-5.02,1.75,1.55,3.11,2.39,-3.09,2.22,4.95,4.91,2.1,,,,,,
199303,0.63,1.67,3.6,2.35,4.94,1.09,2.44,3.96,2.1,4.29,4.83,3.21,3.1,3.35,6.14,2.67,4.95,4.02,3.42,2.08,0.71,3.55,3.31,0.73,3.43,,,,,,
199304,-4.1,-4.51,-2.85,-2.22,-1.08,-3.03,-3.16,-1.7,-2.41,-3.91,-4.4,-2.72,-2.74,-1.66,-1.26,-4.8,-2.54,-1.93,-1.82,-1.83,-6.01,-2.29,-0.15,-1.56,1.13,,,,,,
199305,5.23,4.41,3.89,3.03,4.68,7.27,4.47,3.48,1.56,4.23,7.79,6.61,3,2.55,2.17,6.73,4.09,2.02,1.17,2.73,3.15,4.47,1.38,1.75,-0.51,,,,,,
199306,-1.84,0.52,-0.03,-0.88,2.16,-0.35,0.75,0.66,0.12,2.21,-0.73,0.29,1.56,2.65,1.25,0.56,0.58,2.31,1.22,3.67,-2.46,1.05,1.62,1.78,4.84,,,,,,
